Company Name,Title,Role,Role url,Localisation,Type,Level,Description
Turing,Remote Machine Learning Engineer Jobs,Machine Learning,https://www.linkedin.com/jobs/view/3415405283/?alternateChannel=search&refId=DLJzoWg54V9vwXbxNEt8qw%3D%3D&trackingId=ic78U3G8LC%2FdhF5U2oljQQ%3D%3D&trk=d_flagship3_search_srp_jobs,Polska,Pelny etat,Poczatkujacy,"A US-based banking platform that enables businesses to provide financial services and solutions to customers, is looking for a Machine Learning Engineer. The engineer will be required to don multiple hats and contribute to cross-functional tasks like reviewing the existing architecture and proposing changes as necessary. The company's cutting-edge technology enables developers to build and launch market-ready credit, deposit, and crypto products in a matter of weeks. During their Series B round of funding, the company raised over $50 mn. This will be a long-term, full-time role requiring some overlap with the PST time zone.

Job Responsibilities:

Build effective and scalable data pipeline
Help build and maintain ML models
Perform code reviews and architect new systems
Mentor other team members and guide them on implementing industry best practices

Job Requirements:

Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)
At least 3+ years of relevant experience as a machine learning engineer
Prolific skills with Python, Pytorch, and Tensorflow
Extensive experience working with MongoDB, Redis, ElasticCache, and AWS
Nice to have some experience with fintech, risk, credit, and crypto products
Fluent in written and spoken English"
Turing,Remote 3D Data Scientist Jobs,Data Scientist,https://www.linkedin.com/jobs/view/3415408016/?alternateChannel=search&refId=DLJzoWg54V9vwXbxNEt8qw%3D%3D&trackingId=QlHZZdLQ1704DMZcXscSxw%3D%3D&trk=d_flagship3_search_srp_jobs,Polska,Pelny etat,Poczatkujacy,"A 3D-AI fashion technology company providing high relevance and satisfaction for shoppers while transforming the apparel industry is looking for a 3D Data Scientist. The candidate will work with other top global talents experienced in technology, data science, apparel design, marketing, and retail to develop and shape the product. The company is backed by leading investors, institutional firms, and multi-billion dollar retailers, with the technology being used by enterprise retail clients in the industry. This is a nice opportunity to join a fast-growing start-up guided by core values to build quality products focusing on speed, accuracy, and rapid growth.

Job Responsibilities:

Contribute to the processing of 3D body scans
Write and implement code to improve the 3D matching algorithms and apply them to several categories
Work closely with the software application and web developers to push the 3D matching algorithms into production
Assisting in testing and measuring the accuracy of the matching algorithms
Perform data cleaning and analysis when needed

Job Requirements:

Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)
At least 3+ years of relevant experience as a data scientist
High proficiency in Matlab and Excel/Google Sheet formulas
Deep expertise in statistics and data analysis skills
Strong communication skills
Solid Python and Octave coding experience
Knowledge of machine learning and data mining
Experience in SQL, Github, Amazon AWS, Swift, R"
Turing,Remote Machine Learning Engineer Jobs,Machine Learning,https://www.linkedin.com/jobs/view/3417416488/?alternateChannel=search&refId=DLJzoWg54V9vwXbxNEt8qw%3D%3D&trackingId=49tyn1N5agkGhD%2FnV853%2FQ%3D%3D&trk=d_flagship3_search_srp_jobs,Polska,Pelny etat,Poczatkujacy,"A NASDAQ-listed century-old pharmaceutical multi-billion dollar giant, operating in over 60+ countries, is looking for a Machine Learning Engineer. The developer will be using machine learning techniques to power AI-based applications and handling the complete end-to-end machine learning lifecycle. The global company is listed in the Fortune 500 in terms of revenue and has a top prime credit rating. This is a rare opportunity for developers to work with a global, industry-leading company with a net worth of over $435 billion.

Job Responsibilities:

Design and develop highly scalable models/tools/classifiers/algorithms with the help of AI and Machine Learning principles and techniques
Work closely with the existing team of ML engineers, data scientists, and product managers to further develop the product’s capabilities
Break down a complex task into smaller steps and anticipate what edge cases might have been ignored
Guide and mentor team members while bringing extensive knowledge of resources for training and mentorship

Job Requirements:

Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)
At least 3+ years of relevant experience as a Machine Learning engineer
In-depth knowledge of Machine Learning technologies and frameworks
Prolific Deep Learning experience
Solid understanding and skilled with Python
Extensive ML project experience and strong fundamentals
Strong interpersonal and documentation skills
Excellent written and verbal English communication skills"
LSEG (London Stock Exchange Group),Data Analyst with Spanish or Balkan language (OA team),Data Analyst,https://www.linkedin.com/jobs/view/3420221674/?alternateChannel=search&refId=WgROG7%2FqfLdEgslu%2B5AQ8w%3D%3D&trackingId=Zhxn5JgSCrmwP%2BODIUJVjA%3D%3D&trk=d_flagship3_search_srp_jobs,"Gdynia, Woj. Pomorskie, Polska",Pelny etat,Poczatkujacy,"You And Your Team

You will join the team of around 40 colleagues based in Gdynia. Altogether your major responsibility will be to monitor market events related to legal entity data, build company’s profile and business descriptions & hierarchy relation trees and assign company classification codes.

You will be much exposed to partner with several internal teams located around the world, which makes this job diverse and gives opportunity to learn constantly. You will also be a partner for our customers supporting them to use our products.

WHY IS THIS JOB IMPORTANT?

The information which you provide is immediately displayed in our ﬂagship products: Datascope Select and Eikon. Our customers, mostly international banks and risk managers take advantage of your expertise to take their business decisions every day.

Compensation

You will receive the annual gross salary of 60 000 PLN. You will also be entitled to a language bonus scheme and additional benefits that we offer to Refinitiv colleagues.

What Do You Need To Bring

Proficient English and Spanish or Balkan languages;
Practical knowledge of MS Excel on intermediate level;
Excellent verbal and written communication skills;
Eagerness to learn a lot and collaborate with others;
Strive for bringing the best customer service;

You Will Be Even More Competitive If

You know more than one foreign language;
You have validated research skills
You have got intermediate VBA and/or SQL skills;
You have a master’s degree in Economics/Finance or equivalent experience;
You have knowledge and curiosity about legal entity structure;
You are familiar with our flagship products: Eikon and Datascope;
You have knowledge about market regulations related to the legal entities.

Some Of Daily Tasks You Will Perform

Maintain legal entities profiles in a database
Perform research on local sources (e.g. registries, regulators, stock exchanges, annual reports)
Monitor and update market events;
Build ownership structure of a company in the database;
Complete profile creations requests in a timely manner;
Classify companies based on global regulatory framework or international industrial classifications;
Perform quality control checks to ensure data accuracy;
Respond to client’s queries, explaining methodology.

At LSEG, we believe that creating a diverse and inclusive organisation is fundamental to the way we deliver on our promise of creating essential partnerships and open opportunities. Our open culture is central to how we deliver our purpose – driving financial stability, empowering economies and enabling customers to create sustainable growth – in everything we do.

Working with us means that you will be part of a dynamic organisation of 25,000 people across 70 countries. However, we will value your individuality and enable you to bring your true self to work so you can help enrich our diverse workforce. You will be part of a collaborative and creative culture where we encourage new ideas and are committed to sustainability across our global business. You will experience the critical role we have in helping to re-engineer the financial ecosystem to support and drive sustainable economic growth. Together, we are aiming to achieve this growth by accelerating the just transition to net zero, enabling growth of the green economy and creating inclusive economic opportunity.

LSEG offers a range of tailored benefits and support, including healthcare, retirement planning, paid volunteering days and wellbeing initiatives.

We are proud to be an equal opportunities employer. This means that we do not discriminate on the basis of anyone’s race, religion, colour, national origin, gender, sexual orientation, gender identity, gender expression, age, marital status, veteran status, pregnancy or disability, or any other basis protected under applicable law. Conforming with applicable law, we can reasonably accommodate applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.

Please take a moment to read this privacy notice carefully, as it describes what personal information London Stock Exchange Group (LSEG) (we) may hold about you, what it’s used for, and how it’s obtained, your rights and how to contact us as a data subject.

If you are submitting as a Recruitment Agency Partner, it is essential and your responsibility to ensure that candidates applying to LSEG are aware of this privacy notice."
Accenture Poland,Machine Learning Engineer,Machine Learning,https://www.linkedin.com/jobs/view/3282162426/?alternateChannel=search&refId=WgROG7%2FqfLdEgslu%2B5AQ8w%3D%3D&trackingId=Vf07IquOqdatQC%2FqgclYVw%3D%3D&trk=d_flagship3_search_srp_jobs,"Warszawa, Woj. Mazowieckie, Polska",Pelny etat,Poczatkujacy,"Accenture Applied Intelligence

You've heard of Artificial Intelligence (AI), but what about Applied Intelligence?

AI may be the talk of the town, but it's not a silver bullet. That's where Applied Intelligence comes in: It's our unique approach to combining AI with data, analytics and automation under a bold strategic vision to transform business in a very pragmatic way.

AI Centre of excellence in Poland is part of a global team of more than 6,000 deep AI experts and 3,000 data scientists. We work with almost any technology partner including AWS, GCP, and Microsoft.

We build resilient data approaches, make AI vision a reality and make it scalable. Our work makes an impact and help businesses prepare for tomorrow.

What will you do:

Research, design, build, and implement new Machine Learning systems, and maintain, and improve existing ones.

Apply various techniques (regression, classification, computer vision, natural language processing and more) to speed up and automate processes, support decisions based on data-driven insights, and bring savings in time and money to our clients.

Work with us at the forefront of the digital revolution contributing your creativity, innovativeness, critical thinking and technical skills to help us shape the global digital landscape and enable our clients to transform themselves into high-performance, competitive organizations.

Work in interdisciplinary teams that gather technical, business, cloud and data science competencies that deliver work in agile methodologies (at client location, remotely or mixed).

WE EXPECT THAT YOU:

Graduated from university with Msc in areas such as Computer Science, Physics, Mathematics, Quantitative Methods and are continuously looking forward to use your knowledge and talent to deploy and scale AI solutions.

Experience in the area of Machine Learning Engineering and Data Science, familiar with key Machine Learning concepts, algorithms and frameworks such as TensorFlow or Pytorch and understanding of ML models lifecycle

Experience with Cloud environments such as GCP, AWS, Azure and tools for building ML models such us AWS SageMaker or Vertex AI

Familiar with containerization tools such as Docker, Kubeflow and model lineage tools such as MLflow or SigOpt

Hands-on experience with Python or other high level programming languages (e.g., Java)

Have very good command of English language (it is nice to have command of additional language, for instance German)

Are a great team player (it is nice to have experience in working in international teams)

Interest and constant willingness to develop in areas of Machine Learning Engineering and application of Data Science to real world applications

WE OFFER YOU:

Technologically and personally developing projects for the largest Polish and global enterprises.

Exposition to latest technologies in the field of data analytics in connection with a global network of analytics professionals.

Career and competence support, including ongoing mentoring and financing of certificates in different technologies and tools.

Clearly defined career paths."
Verisk,Data Analyst/Custom Insights,Data Analyst,https://www.linkedin.com/jobs/view/3433719976/?alternateChannel=search&refId=WgROG7%2FqfLdEgslu%2B5AQ8w%3D%3D&trackingId=%2FwwMDVwMmZN8Qs%2B2vUp3Fw%3D%3D&trk=d_flagship3_search_srp_jobs,"Kraków, Woj. Małopolskie, Polska",Pelny etat,Poczatkujacy,"Company Description

We help the world see new possibilities and inspire change for better tomorrows. Our analytic solutions bridge content, data, and analytics to help business, people, and society become stronger, more resilient, and sustainable.

Job Description

Verisk Insurance Services Office (ISO) in Krakow is a team of 40 passionate analysts.

We work on various Insurance Data Analytics projects. Depending on the team we are using SQL, Python or R. We keep developing new solutions for our insurance clients and collaborate closely with our international colleagues. We work with analytic products at various stages of data lifecycle (planning, collecting, processing, analyzing, verifying, and publishing).

We are looking to grow this amazing group of analysts. We hire people with broad analytical skillset with innovative mindset and a focus on details, who are ready to continue or start their career in data analytics.

Working in Data Analytics at ISO means:

Creating, modifying, and executing computer programs to extract, transforming and summarizing data.

Understanding and taking ownership of our business/data/analytics processes, and recommending improvements in data management, error identification, quality control, process automation, or analytic techniques.

Presenting your analyses, ideas, progress and results to your manager and colleagues.

Developing an understanding of the US Property & Casualty insurance business and Verisk Analytics’ business practices, products, and data sources.

Assisting in building and maintaining proper documentation, procedures, and guidelines.

Contributing to the creation of detailed project plans to ensure projects are completed on time.

The Role Includes
Working closely with project leads to share insights and discuss additional needs.
Creating the foundation of products for the insurance industry and select insurance carriers
Assisting in creating industry and customer-specific reports and insights, for both personal and commercial lines.
Working closely with the Product, Data and Operations teams in the development, implementation, maintenance and regular distribution of useful solutions that will have high visibility at the leadership and executive level.
Qualifications

Our position requires:

Practical knowledge of Excel, SQL and mix of:
Ability to analyze data from business point of view.
Python, R or PowerBI is a plus (not mandatory)
Practical experience with large (>100,000 row) datasets analysis.
Additional Qualification
Detail-oriented aptitude in quantitative and qualitative data analysis, with strong logical, problem solving, and decision-making skills.
Fluency in English is required.
Additional Information

In 2022, Verisk received Great Place to Work® Certification for our outstanding workplace culture for the sixth year in a row and second-time certification in the UK, Spain, and India. We’re also one of the 38 companies on the UK’s Best Workplaces™ list and one of 18 companies on Spain’s Best Workplaces™ list.

For over fifty years and through innovation, interpretation, and professional insight, Verisk has replaced uncertainty with precision to unlock opportunities that deliver significant and demonstrable impact. From our historic roots in risk assessment, we’ve grown to provide analytic insights that help transform industries focused on some of the world’s most critical areas. Today, the insurance industry relies on Verisk to be, and to make the world, more productive, resilient, and sustainable.

Verisk works in collaboration with our customers and at the intersection of people, data, and advanced technologies. Through proprietary platformed analytics, advanced modeling, and interpretation, we deliver immediate and sustained value to our customers and through them, to the individuals and societies they serve, with greater speed, precision, and scale. We’re 9,000 people strong, committed to translating big data into big ideas. We help others see new possibilities and empower certainty into big decisions that impact individuals and societies. And we relentlessly and ethically pursue innovation to help move our customers, and the world, toward better tomorrows.

Everyone at Verisk—from our chief executive officer to our newest employee—is guided by The Verisk Way, to Be Remarkable, Add Value, and Innovate.
Be Remarkable by doing something better each day in service to our customers and each other
Add Value by delivering immediate and sustained results that drive positive outcomes
Innovate by redefining what’s possible, embracing challenges, and pushing boundaries
Verisk Businesses

Underwriting Solutions — provides underwriting and rating solutions for auto and property, general liability, and excess and surplus to assess and price risk with speed and precision

Claims Solutions — supports end-to-end claims handling with analytic and automation tools that streamline workflow, improve claims management, and support better customer experiences

Property Estimating Solutions — offers property estimation software and tools for professionals in estimating all phases of building and repair to make day-to-day workflows the most efficient

Extreme Event Solutions — provides risk modeling solutions to help individuals, businesses, and society become more resilient to extreme events.

Specialty Business Solutions — provides an integrated suite of software for full end-to-end management of insurance and reinsurance business, helping companies manage their businesses through efficiency, flexibility, and data governance

Marketing Solutions — delivers data and insights to improve the reach, timing, relevance, and compliance of every consumer engagement

Verisk Maplecroft — provides intelligence on sustainability, resilience, and ESG, helping people, business, and societies become stronger

Verisk Analytics is an equal opportunity employer.

All members of the Verisk Analytics family of companies are equal opportunity employers. We consider all qualified applicants for employment without regard to race, religion, color, national origin, citizenship, sex, gender identity and/or expression, sexual orientation, veteran's status, age or disability.

http://www.verisk.com/careers.html

Unsolicited resumes sent to Verisk, including unsolicited resumes sent to a Verisk business mailing address, fax machine or email address, or directly to Verisk employees, will be considered Verisk property. Verisk will NOT pay a fee for any placement resulting from the receipt of an unsolicited resume."
Career Designers,Machine learning developer,Machine Learning,https://www.linkedin.com/jobs/view/3396745502/?alternateChannel=search&refId=HfgGR9Y8AzxB6p0RKPCylg%3D%3D&trackingId=KgVx8xU2CHdWReD1rD%2F51g%3D%3D&trk=d_flagship3_search_srp_jobs,"Opole, Woj. Opolskie, Polska",Pelny etat,Poczatkujacy,"Career Designers Company is a trusted and flexible partner in the domain of employee outsourcing, international recruitment and HR support for enterprise. We are a group of professionals dedicated to providing complex HR management solutions for business customers. For over twenty years we remain successful in the domain of human resources both in Poland and abroad. We are a human-resources consulting agency registered in the Polish National Register of Employment Agencies under the number 9748.

Currently we are recruiting for the following position for our customer:

:

MACHINE LEARNING DEVELOPER

Location: Opole, The Voivodeship of Opole

Responsibilities

Proven experience as a Machine Learning Engineer or similar role
Understanding of data structures, data modeling and software architecture
Deep knowledge of math, probability, statistics and algorithms
Ability to write robust code in Python, Java or R
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)
Excellent communication skills
Ability to work in a team
Outstanding analytical and problem-solving skills
BSc in Computer Science, Mathematics or similar field; Master’s degree is a plus

Requirements

Python / Java / R
JSON
XAML
SQL and noSQL databases (SQLite, PostreSQL, MariaDB, MongoDB)
GIT

WE OFFER

A stable job with experienced specialists in international projects
The chance to continuously improve your skills, many development opportunities and a broad career path
Contact with the entire digital product development cycle
Work 100% remotely or from any of our offices
A range of benefits, including private medical care, sports card, life insurance, foreign language classes

To apply for this opportunity, please submit your CV via our application form.

We inform that only shortlisted candidates will be contacted. We guarantee confidentiality, possibility of contact at a convenient time, feedback and a transparent recruitment process.

Should you have further questions - we invite you to contact our recruitment desk:

phone (WhatsApp / Viber): +48 782 106 874

e-mail: hr@careerdesigners.pl"
Accenture Poland,Applied Intelligence Big Data Scientist,Data Scientist,https://www.linkedin.com/jobs/view/3280020451/?alternateChannel=search&refId=HfgGR9Y8AzxB6p0RKPCylg%3D%3D&trackingId=rSs9xIgZzdJMgJpKDtTnmg%3D%3D&trk=d_flagship3_search_srp_jobs,"Warszawa, Woj. Mazowieckie, Polska",Pelny etat,Poczatkujacy,"Accenture Applied Intelligence

You've heard of Artificial Intelligence (AI), but what about Applied Intelligence?

AI may be the talk of the town, but it's not a silver bullet. That's where Applied Intelligence comes in: It's our unique approach to combining AI with data, analytics and automation under a bold strategic vision to transform business in a very pragmatic way.

AI Centre of excellence in Poland is part of a global team of more than 6,000 deep AI experts and 3,000 data scientists. We work with almost any technology partner including SAS, AWS, GCP, and Microsoft.

We build resilient data approaches, make AI vision a reality and make it scalable. Our work makes an impact and help businesses prepare for tomorrow.

What will you do:

Work with us at the forefront of the digital revolution contributing your creativity, innovativeness, critical thinking and numeric skills to help us shape the global digital landscape.

Use Big Data technologies to improve Client businesses by combining standard and advanced data processing such as information extraction from unstructured data, bespoke data integration methods incorporating graph analytics with statistical ML/deep learning models.

Work in interdisciplinary teams that gather technical, business, Big Data and data science competencies that deliver work in agile methodologies (at client localization, remotely or mixed).

The range of your accountability, responsibility and autonomy will depend on your experience and seniority - we are looking for both experienced specialists as well and non-experienced talents.

What do we expect:

Graduated or soon to be graduated from university with MSc/BSc in areas such as Informatics, Physics, Mathematics, Quantitative Methods and are continuously looking forward to use your knowledge to solve complex business problems.

Have an unstoppable thirst for knowledge and are comfortable with ongoing skills development whether it comes to learning completely new technology, mastering relevant ML algorithm or deepening your practical knowledge on more traditional tools such as R, Python or SAS.

Have experience and/or interest in Big Data technologies such as Hive, Spark, NiFi, HBASE, HDFS, Kafka, Kudu,

Have experience and/or interest in delivering analytical projects with top Cloud platforms such as GCP, Azure, AWS

Understand that ETL is one of the key components of successful delivery in Analytics and are capable of working at any step of analytical model development or looking to extend your skills in areas which you are less familiar with.

Have a very good command of English language (it is nice to have command of additional language, for instance, German).

Are a great team player (it is nice to have experience in working in international teams)

We Offer You:

Permanent contract with competitive salary

Paid overtime

Private medical care, life insurance and employee share program

Financing of certificates in latest technologies and tools

Yearly training time allowance depending on your career level

Career and competence support, including ongoing mentoring and clearly defined career paths

Exposition to latest technologies in the field of Data Engineering and cloud computing in connection with a global network of analytics professionals"
LSEG (London Stock Exchange Group),Data Analyst with English,Data Analyst,https://www.linkedin.com/jobs/view/3253584886/?alternateChannel=search&refId=axWh6tjSx%2FzGwpIWcuegbA%3D%3D&trackingId=%2Bmo%2F%2BY1b6QBQGNLvdc0WgQ%3D%3D&trk=d_flagship3_search_srp_jobs,"Gdynia, Woj. Pomorskie, Polska",Pelny etat,Poczatkujacy,"WE ARE LOOKING FOR A NEW COLLEAGUE: We are thrilled to announce that LSEG is sourcing for a person who will join us as Data Analyst with English! YOU AND YOUR TEAM You will join the Fundamentals Team based in Gdynia. The department collects financial statements, business and geographical segments, key performance indicators and pension information from quarterly and annual company reports. In your role you will be responsible for delivering timely and accurate information of this Fundamentals data. You will develop and expand your knowledge of the financial markets and financial data. WHY IS THIS JOB IMPORTANT? Team collects fundamental data from over 110 markets representing more than 99% of the world’s market cap, covering 67 markets, including all European G20, Nordic countries, as well as nearly all markets from East Med. Our clients are able to use our content in order to analyze and compare data across markets and predict future trends within industries. OFFERED SALARY ANNUALLY GROSS IS 55 000 PLN! WHAT DO YOU NEED TO BRING? Fluency in English and intermediate in English Strong attention to details, exceptional performance and high level of accuracy in own work Good PC skills with knowledge of Excel, Word, Internet Self-motivation even when attending to routine tasks Eagerness to learn a lot and collaborate with others Ability to prioritize tasks and work effectively under time pressure Good communication skills YOU WILL BE EVEN MORE COMPETITIVE IF: You are a graduate in fields related to Accountancy, Finance, Economics, Mathematics or Business You have experience in working with any type of database or numeric data You have a knowledge of financial markets and/or working experience in this field SOME OF DAILY TASKS YOU WILL PERFORM: Providing clients with Financial Data relating to companies within all European, Eastern Mediterranean and African countries Maintaining databases in a timely and accurate manner Using appropriate language skills to understand and source financial information Keeping abreast of daily market activity to ensure LSEG information is timely and complete Building up knowledge of financial regulations and market practices DURING THE FIRST 3 WEEKS AT WORK: At the beginning of your journey, you will undergo 3 weeks training program. During that time, you will be introduced to all necessary knowledge needed for a successful development in the role of Data Analyst. Our trainers will uncover depths of economic, financial and software knowledge, to allow you to confidently join our team and grow within our department. You will develop a new understanding of concepts like Income Statement, Balance Sheet, Cash Flow, Shares and many more. The whole training will conclude with a test, to verify your improvement and assure your confidence in your own abilities in the new role. YOU RECEIVE: Development: e-learning platform, a range of workshops and international projects Onboarding: structured training and buddy support Information: access to real-time economic data Diversity: colleagues from 40 countries Charity: 2 additional days off for voluntary jobs Perks: multisport card, private medical healthcare, employee assistance program, pension plan Office: chillout room with video games, massage chairs, and ping-pong table Activities: sport teams and social events to join Future: corporate pension plan and employee insurance

At LSEG, we believe that creating a diverse and inclusive organisation is fundamental to the way we deliver on our promise of creating essential partnerships and open opportunities. Our open culture is central to how we deliver our purpose – driving financial stability, empowering economies and enabling customers to create sustainable growth – in everything we do.

Working with us means that you will be part of a dynamic organisation of 25,000 people across 70 countries. However, we will value your individuality and enable you to bring your true self to work so you can help enrich our diverse workforce. You will be part of a collaborative and creative culture where we encourage new ideas and are committed to sustainability across our global business. You will experience the critical role we have in helping to re-engineer the financial ecosystem to support and drive sustainable economic growth. Together, we are aiming to achieve this growth by accelerating the just transition to net zero, enabling growth of the green economy and creating inclusive economic opportunity.

LSEG offers a range of tailored benefits and support, including healthcare, retirement planning, paid volunteering days and wellbeing initiatives.

We are proud to be an equal opportunities employer. This means that we do not discriminate on the basis of anyone’s race, religion, colour, national origin, gender, sexual orientation, gender identity, gender expression, age, marital status, veteran status, pregnancy or disability, or any other basis protected under applicable law. Conforming with applicable law, we can reasonably accommodate applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.

Please take a moment to read this privacy notice carefully, as it describes what personal information London Stock Exchange Group (LSEG) (we) may hold about you, what it’s used for, and how it’s obtained, your rights and how to contact us as a data subject.

If you are submitting as a Recruitment Agency Partner, it is essential and your responsibility to ensure that candidates applying to LSEG are aware of this privacy notice."
LSEG (London Stock Exchange Group),Data Analyst with intermediate French,Data Analyst,https://www.linkedin.com/jobs/view/3381895928/?alternateChannel=search&refId=B6PTWWApFdsw8W3v%2BDHfnA%3D%3D&trackingId=jIUXaZzD2bZu4vl%2FA%2FYP%2FQ%3D%3D&trk=d_flagship3_search_srp_jobs,"Gdynia, Woj. Pomorskie, Polska",Pelny etat,Poczatkujacy,"Job Description

Do you feel like taking the journey in the fin-tech world? The job of a Data Analyst is one where specific experience or background is not needed. Motivation and curiosity are what we're looking for. In the beginning, we'll provide you with training to make your first months in the company smooth.

Compensation

You will receive the annual gross salary of 60 000 PLN. You will also be entitled to a bonus scheme and additional benefits that we offer to Refinitiv colleagues.

Your Tasks

Data is the heart of our company, and we need you to keep our heart healthy. Our clients: financial institutions, banks, and corporations rely on the quality of the information we provide them via our products.

So, think that you are the first person that sources the data for our clients. It can be bonds or funds, corporate actions, or economic indicators. In fact, there're plenty of financial types of data that we manage.

A major part of the day is when you research the Internet sourcing information; visiting official pages of global companies and institutions. You also rely on our internal databases and products. And last but not least, you don't work on your own only. You talk to colleagues in Gdynia and teams located in the UK, US, India, and other countries. And you use cutting-edge technologies to allow your conversations to be exciting.

In Short, Your Job Will Be About

Collecting, processing and verifying specific financial information; text-based or number-based data
Doing research on financial information
Working with large databases (maintaining, updating, improving)

What is more, you join projects to stimulate your ambitions of an early professional and let you develop your career.

Your Qualifications

Very good knowledge of English and at least intermediate knowledge of French language
Motivation to begin a career in finance
Attention to details because you will take care of a number of data and information
Good prioritization skills because you will handle various tasks
Curiosity to learn because we want you to stay and grow with our company

You Receive

Development: e-learning platform, a range of workshops and international projects
Onboarding: structured training and buddy support
Information: access to real-time economic data
Diversity: colleagues from 40 countries [working in Gdynia]
Charity: 2 additional days off for voluntary jobs
Perks: multisport card, private medical healthcare, employee assistance program, pension plan,
Office: chill-out room with video games, massage chairs and ping-pong table.
Activities: sports teams and social events to join
Future: corporate pension plan and employee insurance

At LSEG, we believe that creating a diverse and inclusive organisation is fundamental to the way we deliver on our promise of creating essential partnerships and open opportunities. Our open culture is central to how we deliver our purpose – driving financial stability, empowering economies and enabling customers to create sustainable growth – in everything we do.

Working with us means that you will be part of a dynamic organisation of 25,000 people across 70 countries. However, we will value your individuality and enable you to bring your true self to work so you can help enrich our diverse workforce. You will be part of a collaborative and creative culture where we encourage new ideas and are committed to sustainability across our global business. You will experience the critical role we have in helping to re-engineer the financial ecosystem to support and drive sustainable economic growth. Together, we are aiming to achieve this growth by accelerating the just transition to net zero, enabling growth of the green economy and creating inclusive economic opportunity.

LSEG offers a range of tailored benefits and support, including healthcare, retirement planning, paid volunteering days and wellbeing initiatives.

We are proud to be an equal opportunities employer. This means that we do not discriminate on the basis of anyone’s race, religion, colour, national origin, gender, sexual orientation, gender identity, gender expression, age, marital status, veteran status, pregnancy or disability, or any other basis protected under applicable law. Conforming with applicable law, we can reasonably accommodate applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.

Please take a moment to read this privacy notice carefully, as it describes what personal information London Stock Exchange Group (LSEG) (we) may hold about you, what it’s used for, and how it’s obtained, your rights and how to contact us as a data subject.

If you are submitting as a Recruitment Agency Partner, it is essential and your responsibility to ensure that candidates applying to LSEG are aware of this privacy notice."
